,0
2933,0
2934,0
2935,0
2936,0
2937,178
2938,0
2939,242
2940,0
2941,356
2942,0
2943,0
2944,197
2945,259
2946,0
2947,0
2948,0
2949,581
2950,0
2951,0
2952,860
2953,1418
2954,0
2955,9
2956,0
2957,0
2958,0
2959,0
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,505
2967,0
2968,0
2969,175
2970,945
2971,1204
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,1270
2988,224
2989,1086
2990,0
2991,0
2992,0
2993,532
2994,0
2995,228
2996,0
2997,0
2998,0
2999,0
3000,1303
3001,788
3002,0
3003,1204
3004,0
3005,1257
3006,0
3007,0
3008,3
3009,0
3010,0
3011,0
3012,0
3013,0
3014,0
3015,0
3016,0
3017,0
3018,0
3019,0
3020,1416
3021,1321
3022,0
3023,0
3024,684
3025,0
3026,1006
3027,0
3028,0
3029,1152
3030,0
3031,867
3032,0
3033,877
3034,1056
3035,0
3036,0
3037,0
3038,522
3039,1257
3040,0
3041,487
3042,1503
3043,0
3044,514
3045,232
3046,0
3047,0
3048,0
3049,0
3050,685
3051,0
3052,1094
3053,0
3054,1311
3055,916
3056,759
3057,0
3058,0
3059,0
3060,0
3061,0
3062,0
3063,1483
3064,0
3065,0
3066,0
3067,0
3068,0
3069,487
3070,0
3071,0
3072,0
3073,0
3074,0
3075,0
3076,621
3077,1086
3078,0
3079,0
3080,1193
3081,966
3082,0
3083,0
3084,0
3085,714
3086,0
3087,1206
3088,633
3089,0
3090,0
3091,1038
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,458
3099,0
3100,0
3101,1324
3102,1119
3103,0
3104,0
3105,459
3106,0
3107,0
3108,0
3109,0
3110,267
3111,0
3112,0
3113,0
3114,0
3115,0
3116,0
3117,693
3118,0
3119,0
3120,0
3121,856
3122,686
3123,953
3124,0
3125,0
3126,948
3127,0
3128,0
3129,0
3130,0
3131,0
3132,832
3133,0
3134,491
3135,0
3136,234
3137,0
3138,1206
3139,0
3140,1206
3141,0
3142,1108
3143,0
3144,1496
3145,0
3146,92
3147,713
3148,0
3149,0
3150,0
3151,653
3152,593
3153,435
3154,0
3155,0
3156,62
3157,524
3158,763
3159,0
3160,0
3161,0
3162,0
3163,0
3164,645
3165,0
3166,0
3167,0
3168,0
3169,967
3170,0
3171,0
3172,0
3173,1288
3174,0
3175,0
3176,0
3177,0
3178,0
3179,36
3180,0
3181,0
3182,0
3183,630
3184,0
3185,285
3186,0
3187,307
3188,0
3189,0
3190,0
3191,0
3192,734
3193,1004
3194,0
3195,1087
3196,0
3197,1002
3198,0
3199,0
3200,0
3201,0
3202,0
3203,1333
3204,607
3205,0
3206,0
3207,0
3208,0
3209,0
3210,294
3211,0
3212,0
3213,0
3214,434
3215,1360
3216,0
3217,0
3218,0
3219,0
3220,0
3221,28
3222,0
3223,0
3224,0
3225,0
3226,1440
3227,1381
3228,1402
3229,0
3230,826
3231,955
3232,0
3233,0
3234,833
3235,1066
3236,1432
3237,0
3238,0
3239,0
3240,0
3241,687
3242,0
3243,1264
3244,0
3245,0
3246,0
3247,0
3248,259
3249,926
3250,0
3251,738
3252,0
3253,0
3254,1183
3255,431
3256,0
3257,0
3258,0
3259,0
3260,0
3261,0
3262,235
3263,0
3264,0
3265,1184
3266,0
3267,0
3268,948
3269,0
3270,0
3271,0
3272,0
3273,844
3274,50
3275,0
3276,1200
3277,0
3278,0
3279,528
3280,40
3281,929
3282,0
3283,222
3284,0
3285,0
3286,13
3287,289
3288,0
3289,1471
3290,0
3291,1397
3292,0
3293,0
3294,0
3295,0
3296,1355
3297,0
3298,0
3299,1489
3300,992
3301,1253
3302,764
3303,627
3304,0
3305,996
3306,0
3307,857
3308,0
3309,0
3310,147
3311,673
3312,0
3313,0
3314,0
3315,413
3316,0
3317,0
3318,350
3319,0
3320,0
3321,0
3322,0
3323,101
3324,0
3325,0
3326,0
3327,180
3328,1104
3329,0
3330,0
3331,0
3332,1403
3333,0
3334,0
3335,0
3336,0
3337,0
3338,526
3339,0
3340,1210
3341,0
3342,0
3343,0
3344,0
3345,0
3346,1506
3347,0
3348,0
3349,1225
3350,0
3351,0
3352,0
3353,0
3354,0
3355,0
3356,0
3357,0
3358,725
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0
3366,0
3367,0
3368,138
3369,473
3370,0
3371,0
3372,58
3373,901
3374,0
3375,0
3376,598
3377,0
3378,400
3379,0
3380,0
3381,1129
3382,0
3383,0
3384,0
3385,0
3386,1440
3387,0
3388,1165
3389,0
3390,532
3391,0
3392,0
3393,522
3394,827
3395,0
3396,526
3397,0
3398,0
3399,0
3400,0
3401,0
3402,0
3403,874
3404,0
3405,0
3406,863
3407,0
3408,0
3409,248
3410,0
3411,0
3412,0
3413,1260
3414,1203
3415,1211
3416,0
3417,767
3418,0
3419,0
3420,0
3421,0
3422,0
3423,0
3424,0
3425,0
3426,0
3427,245
3428,0
3429,328
3430,0
3431,0
3432,0
3433,117
3434,839
3435,822
3436,773
3437,0
3438,866
3439,0
3440,745
3441,0
3442,0
3443,627
3444,0
3445,0
3446,693
3447,0
3448,0
3449,0
3450,0
3451,0
3452,616
3453,1422
3454,670
3455,983
3456,0
3457,0
3458,0
3459,708
3460,0
3461,456
3462,699
3463,572
3464,0
3465,65
3466,0
3467,0
3468,0
3469,0
3470,0
3471,939
3472,0
3473,0
3474,0
3475,0
3476,15
3477,0
3478,0
3479,0
3480,0
3481,37
3482,0
3483,0
3484,0
3485,900
3486,0
3487,0
3488,552
3489,0
3490,557
3491,353
3492,763
3493,672
3494,0
3495,0
3496,0
3497,641
3498,267
3499,652
3500,0
3501,0
3502,0
3503,1493
3504,0
3505,0
3506,0
3507,834
3508,0
3509,0
3510,0
3511,0
3512,1535
3513,0
3514,0
3515,582
3516,0
3517,0
3518,0
3519,998
3520,0
3521,996
3522,0
3523,432
3524,1346
3525,0
3526,0
3527,0
3528,0
3529,0
3530,1251
3531,0
3532,376
3533,0
3534,896
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,0
3542,0
3543,1473
3544,189
3545,0
3546,0
3547,413
3548,0
3549,450
3550,0
3551,0
3552,487
3553,0
3554,0
3555,0
3556,1345
3557,534
3558,0
3559,0
3560,0
3561,0
3562,0
3563,1186
3564,0
3565,0
3566,0
3567,0
3568,246
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,0
3576,170
3577,554
3578,0
3579,1025
3580,67
3581,0
3582,0
3583,0
3584,0
3585,803
3586,0
3587,0
3588,0
3589,319
3590,0
3591,0
3592,349
3593,0
3594,571
3595,0
3596,0
3597,888
3598,0
3599,1038
3600,0
3601,0
3602,274
3603,0
3604,0
3605,0
3606,491
3607,356
3608,0
3609,0
3610,0
3611,0
3612,1409
3613,0
3614,0
3615,0
3616,0
3617,0
3618,0
3619,115
3620,1375
3621,0
3622,0
3623,0
3624,0
3625,0
3626,953
3627,750
3628,0
3629,0
3630,0
3631,0
3632,0
3633,0
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,972
3641,0
3642,0
3643,0
3644,729
3645,0
3646,777
3647,0
3648,0
3649,1012
3650,0
3651,0
3652,0
3653,952
3654,0
3655,0
3656,644
3657,0
3658,72
3659,0
3660,0
3661,1172
3662,0
3663,0
3664,3
3665,0
3666,623
3667,0
3668,0
3669,0
3670,0
3671,0
3672,1110
3673,0
3674,0
3675,570
3676,0
3677,0
3678,0
3679,978
3680,0
3681,0
3682,0
3683,0
3684,0
3685,0
3686,954
3687,0
3688,1461
3689,1002
3690,0
3691,0
3692,0
3693,0
3694,0
3695,0
3696,494
3697,0
3698,0
3699,0
3700,0
3701,699
3702,924
3703,341
3704,0
3705,0
3706,0
3707,0
3708,841
3709,0
3710,0
3711,814
3712,1479
3713,0
3714,0
3715,1470
3716,0
3717,0
3718,0
3719,0
3720,0
3721,525
3722,0
3723,0
3724,1360
3725,0
3726,0
3727,0
3728,977
3729,0
3730,1412
3731,0
3732,0
3733,0
3734,0
3735,0
3736,0
3737,0
3738,0
3739,936
3740,0
3741,0
3742,0
3743,0
3744,0
3745,404
3746,0
3747,1052
3748,1464
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,1007
3757,0
3758,510
3759,651
3760,0
3761,0
3762,0
3763,314
3764,233
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,737
3775,1177
3776,0
3777,1074
3778,0
3779,0
3780,0
3781,0
3782,1357
3783,338
3784,229
3785,0
3786,0
3787,763
3788,1409
3789,0
3790,0
3791,0
3792,4
3793,0
3794,502
3795,0
3796,0
3797,0
3798,0
3799,0
3800,248
3801,0
3802,144
3803,0
3804,1204
3805,0
3806,0
3807,0
3808,177
3809,468
3810,0
3811,0
3812,0
3813,624
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,1206
3821,468
3822,0
3823,0
3824,0
3825,0
3826,1182
3827,0
3828,0
3829,1501
3830,0
3831,0
3832,0
3833,349
3834,0
3835,0
3836,0
3837,0
3838,0
3839,1520
3840,1051
3841,0
3842,1297
3843,0
3844,158
3845,452
3846,0
3847,899
3848,1026
3849,0
3850,0
3851,0
3852,0
3853,0
3854,0
3855,0
3856,557
3857,0
3858,985
3859,0
3860,151
3861,0
3862,669
3863,0
3864,0
3865,592
3866,0
3867,0
3868,719
3869,964
3870,0
3871,1396
3872,0
3873,0
3874,0
3875,0
3876,0
3877,0
3878,0
3879,0
3880,0
3881,225
3882,771
3883,0
3884,0
3885,0
3886,0
3887,0
3888,224
3889,0
3890,1057
3891,0
3892,0
3893,0
3894,0
3895,0
3896,1495
3897,0
3898,101
3899,923
3900,681
3901,0
3902,0
3903,0
3904,0
3905,0
3906,352
3907,0
3908,0
3909,0
3910,0
3911,1423
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0
3918,1256
3919,0
3920,1006
3921,524
3922,0
3923,0
3924,1487
3925,0
3926,572
3927,0
3928,0
3929,0
3930,0
3931,0
3932,883
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,905
3942,803
3943,0
3944,0
3945,0
3946,144
3947,0
3948,0
3949,0
3950,0
3951,1532
3952,0
3953,0
3954,0
3955,1007
3956,0
3957,0
3958,677
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,0
3966,0
3967,0
3968,0
3969,1169
3970,1436
3971,0
3972,0
3973,0
3974,1224
3975,0
3976,457
3977,0
3978,0
3979,0
3980,0
3981,0
3982,296
3983,1069
3984,0
3985,0
3986,0
3987,0
3988,1428
3989,0
3990,0
3991,0
3992,0
3993,0
3994,1292
3995,391
3996,0
3997,550
3998,1498
3999,0
4000,0
4001,0
4002,0
4003,0
4004,716
4005,0
4006,0
4007,0
4008,1036
4009,0
4010,0
4011,1
4012,0
4013,0
4014,0
4015,0
4016,0
4017,0
4018,0
4019,0
4020,0
4021,0
4022,0
4023,0
4024,0
4025,0
4026,0
4027,346
4028,0
4029,0
4030,0
4031,1329
4032,419
4033,0
4034,0
4035,0
4036,424
4037,0
4038,0
4039,1152
4040,0
4041,0
4042,0
4043,699
4044,1038
4045,1374
4046,0
4047,0
4048,831
4049,0
4050,0
4051,0
4052,0
4053,0
4054,1405
4055,0
4056,1201
4057,0
4058,1204
4059,1204
4060,0
4061,832
4062,0
4063,1280
4064,0
4065,0
4066,0
4067,324
4068,198
4069,0
4070,0
4071,0
4072,0
4073,0
4074,1316
4075,776
4076,0
4077,1374
4078,0
4079,0
4080,0
4081,50
4082,0
4083,0
4084,353
4085,0
4086,43
4087,0
4088,0
4089,0
4090,0
4091,0
4092,0
4093,0
4094,0
4095,0
4096,0
4097,1186
4098,1215
4099,0
4100,876
4101,0
4102,1313
4103,700
4104,0
4105,0
4106,0
4107,0
4108,0
4109,0
4110,806
4111,343
4112,0
4113,0
4114,0
4115,0
4116,0
4117,3
4118,0
4119,0
4120,0
4121,0
4122,0
4123,0
4124,0
4125,0
4126,0
4127,0
4128,0
4129,855
4130,332
4131,0
4132,1068
4133,0
4134,55
4135,0
4136,0
4137,606
4138,0
4139,0
4140,0
4141,0
4142,1358
4143,0
4144,0
4145,482
4146,0
4147,0
4148,1479
4149,0
4150,1166
4151,0
4152,0
4153,0
4154,1509
4155,0
4156,852
4157,0
4158,0
4159,0
4160,0
4161,0
4162,444
4163,0
4164,0
4165,0
4166,587
4167,0
4168,0
4169,0
4170,0
4171,487
4172,0
4173,254
4174,45
4175,158
4176,0
4177,224
4178,985
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,151
4186,0
4187,1204
4188,0
4189,0
4190,0
4191,0
4192,0
4193,686
4194,782
4195,0
4196,1012
4197,951
4198,0
4199,0
4200,0
4201,0
4202,0
4203,17
4204,207
4205,0
4206,0
4207,0
4208,103
4209,0
4210,0
4211,0
4212,0
4213,0
4214,16
4215,0
4216,0
4217,0
4218,0
4219,0
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,0
4229,890
4230,0
4231,0
4232,0
4233,341
4234,0
4235,1381
4236,0
4237,808
4238,0
4239,0
4240,0
4241,0
4242,0
4243,395
4244,961
4245,312
4246,0
4247,1460
4248,424
4249,0
4250,0
4251,0
4252,0
4253,0
4254,1268
4255,0
4256,208
4257,0
4258,0
4259,0
4260,597
4261,1514
4262,0
4263,0
4264,0
4265,1048
4266,1469
4267,0
4268,951
4269,1385
4270,537
4271,0
4272,1372
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0
4279,0
4280,1141
4281,0
4282,0
4283,0
4284,395
4285,0
4286,591
4287,0
4288,0
4289,866
4290,0
4291,1444
4292,15
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,0
4300,0
4301,0
4302,0
4303,1191
4304,0
4305,0
4306,0
4307,0
4308,0
4309,1230
4310,0
4311,230
4312,0
4313,0
4314,0
4315,0
4316,0
4317,257
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4324,137
4325,0
4326,0
4327,1199
4328,962
4329,0
4330,0
4331,0
4332,1546
4333,0
4334,0
4335,0
4336,0
4337,0
4338,1402
4339,824
4340,0
4341,0
4342,0
4343,0
4344,496
4345,885
4346,0
4347,0
4348,0
4349,0
4350,0
4351,0
4352,1489
4353,1370
4354,819
4355,0
4356,290
4357,0
4358,0
4359,0
4360,1204
4361,0
4362,0
4363,0
4364,643
4365,0
4366,1160
4367,0
4368,0
4369,1221
4370,772
4371,153
4372,925
4373,937
4374,1151
4375,65
4376,0
4377,0
4378,0
4379,1518
4380,1212
4381,364
4382,837
4383,0
4384,1413
4385,0
4386,0
4387,0
4388,0
4389,0
4390,1458
4391,0
4392,0
4393,0
4394,0
4395,1369
4396,0
4397,0
4398,0
4399,0
4400,0
4401,0
4402,0
4403,1410
4404,0
4405,953
4406,0
4407,0
4408,1457
4409,861
4410,0
4411,0
4412,0
4413,0
4414,0
4415,0
4416,114
4417,0
4418,0
4419,0
4420,0
4421,1186
4422,0
4423,0
4424,407
4425,979
4426,320
4427,0
4428,0
4429,587
4430,0
4431,333
4432,760
4433,0
4434,0
4435,995
4436,0
4437,0
4438,0
4439,0
4440,1371
4441,0
4442,0
4443,0
4444,0
4445,0
4446,0
4447,288
4448,0
4449,0
4450,0
4451,0
4452,0
4453,0
4454,0
4455,211
4456,0
4457,0
4458,0
4459,0
4460,0
4461,532
4462,0
4463,0
4464,897
4465,0
4466,0
4467,1476
4468,1285
4469,729
4470,105
4471,1231
4472,0
4473,0
4474,115
4475,1232
4476,0
4477,289
4478,1409
4479,0
4480,742
4481,478
4482,0
4483,650
4484,0
4485,449
4486,1220
4487,0
4488,0
4489,0
4490,0
4491,0
4492,373
4493,0
4494,0
4495,0
4496,0
4497,0
4498,713
4499,914
4500,0
4501,1497
4502,0
4503,1204
4504,0
4505,0
4506,0
4507,0
4508,316
4509,353
4510,694
4511,186
4512,196
4513,0
4514,0
4515,0
4516,0
4517,606
4518,0
4519,0
4520,0
4521,0
4522,455
4523,0
4524,0
4525,0
4526,0
4527,445
4528,1199
4529,0
4530,0
4531,0
4532,927
4533,0
4534,0
4535,464
4536,343
4537,0
4538,265
4539,412
4540,0
4541,839
4542,1381
4543,190
4544,0
4545,0
4546,0
4547,0
4548,217
4549,0
4550,0
4551,0
4552,329
4553,0
4554,0
4555,557
4556,0
4557,0
4558,0
4559,1368
4560,0
4561,0
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0
4573,0
4574,1100
4575,0
4576,0
4577,0
4578,0
4579,0
4580,353
4581,0
4582,0
4583,1309
4584,1171
4585,1388
4586,0
4587,233
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,404
4595,0
4596,732
4597,0
4598,1290
4599,0
4600,483
4601,0
4602,0
4603,0
4604,0
4605,0
4606,1513
4607,1218
4608,1108
4609,0
4610,0
4611,0
4612,136
4613,0
4614,408
4615,798
4616,0
4617,939
4618,776
4619,557
4620,504
4621,0
4622,0
4623,857
4624,0
4625,0
4626,0
4627,0
4628,0
4629,0
4630,0
4631,1198
4632,600
4633,0
4634,0
4635,1022
4636,1155
4637,0
4638,0
4639,0
4640,0
4641,522
4642,0
4643,511
4644,52
4645,0
4646,0
4647,0
4648,0
4649,1450
4650,0
4651,265
4652,0
4653,0
4654,0
4655,0
4656,0
4657,0
4658,217
4659,0
4660,812
4661,1335
4662,0
4663,0
4664,0
4665,475
4666,272
4667,660
4668,0
4669,0
4670,0
4671,501
4672,0
4673,1360
4674,0
4675,0
4676,0
4677,689
4678,0
4679,0
4680,0
4681,0
4682,11
4683,0
4684,0
4685,0
4686,0
4687,0
4688,499
4689,0
4690,0
4691,1018
4692,0
4693,25
4694,0
4695,1428
4696,0
4697,0
4698,405
4699,0
4700,0
4701,1437
4702,1399
4703,0
4704,839
4705,0
4706,0
4707,483
4708,0
4709,904
4710,0
4711,0
4712,0
4713,37
4714,0
4715,1011
4716,0
4717,1076
4718,0
4719,0
4720,265
4721,434
4722,0
4723,297
4724,0
4725,0
4726,0
4727,387
4728,0
4729,0
4730,1235
4731,0
4732,0
4733,0
4734,0
4735,0
4736,113
4737,0
4738,0
4739,0
4740,0
4741,39
4742,1182
4743,0
4744,0
4745,0
4746,0
4747,238
4748,1431
4749,144
4750,0
4751,0
4752,835
4753,0
4754,0
4755,0
4756,0
4757,184
4758,379
4759,716
4760,1005
4761,0
4762,0
4763,0
4764,0
4765,404
4766,0
4767,0
4768,511
4769,0
4770,0
4771,1164
4772,64
4773,0
4774,0
4775,0
4776,0
4777,0
4778,159
4779,0
4780,0
4781,0
4782,0
4783,1305
4784,0
4785,118
4786,0
4787,0
4788,0
4789,475
4790,0
4791,0
4792,0
4793,0
4794,686
4795,0
4796,1300
4797,0
4798,0
4799,0
4800,1476
4801,1214
4802,0
4803,0
4804,0
4805,0
4806,0
4807,499
4808,0
4809,0
4810,0
4811,0
4812,0
4813,0
4814,0
4815,0
4816,1549
4817,0
4818,611
4819,0
4820,0
4821,0
4822,318
4823,1468
4824,0
4825,0
4826,0
4827,0
4828,0
4829,0
4830,621
4831,0
4832,1371
4833,0
4834,807
4835,0
4836,680
4837,6
4838,0
4839,1424
4840,885
4841,0
4842,0
4843,0
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
4851,0
4852,0
4853,0
4854,1505
4855,0
4856,0
4857,1075
4858,0
4859,825
4860,0
4861,1220
4862,151
4863,0
4864,0
4865,823
4866,0
4867,356
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,487
4875,0
4876,0
4877,561
4878,716
4879,0
4880,1528
4881,1453
4882,106
4883,937
4884,0
4885,0
4886,350
4887,264
4888,0
4889,0
4890,627
4891,0
4892,0
4893,0
4894,0
4895,778
4896,558
4897,0
4898,0
4899,0
4900,0
4901,0
4902,1000
4903,0
4904,0
4905,943
4906,0
4907,323
4908,0
4909,1343
4910,0
4911,0
4912,0
4913,246
4914,0
4915,0
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,720
4923,0
4924,0
4925,0
4926,1528
4927,170
4928,0
4929,1261
4930,928
4931,0
4932,0
4933,1442
4934,0
4935,1136
4936,0
4937,0
4938,496
4939,0
4940,0
4941,1203
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0
4948,0
4949,0
4950,0
4951,0
4952,1206
4953,0
4954,0
4955,0
4956,0
4957,0
4958,0
4959,350
4960,1004
4961,0
4962,0
4963,901
4964,0
4965,0
4966,1381
4967,0
4968,305
4969,1214
4970,1349
4971,0
4972,0
4973,0
4974,843
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0
4981,0
4982,3
4983,0
4984,734
4985,0
4986,0
4987,0
4988,0
4989,0
4990,1265
4991,1066
4992,0
4993,323
4994,0
4995,0
4996,1527
4997,0
4998,0
4999,0
5000,1274
5001,697
5002,1390
5003,0
5004,0
5005,0
5006,0
5007,773
5008,0
5009,0
5010,347
5011,0
5012,0
5013,0
5014,0
5015,406
5016,1011
5017,0
5018,0
5019,0
5020,0
5021,0
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,1003
5029,0
5030,0
5031,0
5032,0
5033,0
5034,0
5035,0
5036,324
5037,0
5038,0
5039,0
5040,0
5041,0
5042,983
5043,1434
5044,0
5045,0
5046,206
5047,0
5048,1546
5049,0
5050,0
5051,0
5052,997
5053,0
5054,0
5055,0
5056,0
5057,0
5058,0
5059,1534
5060,351
5061,600
5062,0
5063,793
5064,290
5065,0
5066,0
5067,0
5068,1505
5069,16
5070,821
5071,0
5072,0
5073,0
5074,0
5075,0
5076,0
5077,0
5078,0
5079,0
5080,0
5081,0
5082,0
5083,1145
5084,0
5085,0
5086,0
5087,0
5088,713
5089,0
5090,0
5091,0
5092,0
5093,0
5094,0
5095,1408
5096,0
5097,258
5098,0
5099,0
5100,1442
5101,0
5102,0
5103,0
5104,397
5105,0
5106,0
5107,0
5108,0
5109,0
5110,101
5111,0
5112,0
5113,0
5114,889
5115,0
5116,0
5117,0
5118,0
5119,838
5120,1471
5121,0
5122,0
5123,0
5124,1501
5125,771
5126,1041
5127,0
5128,151
5129,966
5130,1480
5131,0
5132,0
5133,0
5134,0
5135,1466
5136,0
5137,452
5138,0
5139,0
5140,721
5141,0
5142,1512
5143,0
5144,0
5145,1088
5146,0
5147,0
5148,1006
5149,0
5150,0
5151,0
5152,0
5153,0
5154,0
5155,0
5156,920
5157,0
5158,0
5159,0
5160,1260
5161,0
5162,0
5163,0
5164,1283
5165,0
5166,0
5167,0
5168,80
5169,1367
5170,0
5171,0
5172,0
5173,589
5174,0
5175,0
5176,0
5177,0
5178,0
5179,193
5180,0
5181,796
5182,0
5183,0
5184,0
5185,503
5186,0
5187,1489
5188,373
5189,0
5190,0
5191,0
5192,0
5193,0
5194,1520
5195,375
5196,0
5197,0
5198,0
5199,0
5200,0
5201,0
5202,0
5203,0
5204,0
5205,957
5206,1090
5207,0
5208,0
5209,0
5210,0
5211,802
5212,1360
5213,0
5214,886
5215,804
5216,1360
5217,0
5218,0
5219,223
5220,0
5221,0
5222,0
5223,0
5224,0
5225,0
5226,0
5227,0
5228,473
5229,1136
5230,1502
5231,14
5232,0
5233,538
5234,0
5235,0
5236,0
5237,0
5238,586
5239,0
5240,0
5241,0
5242,0
5243,0
5244,1015
5245,0
5246,0
5247,160
5248,354
5249,0
5250,0
5251,0
5252,670
5253,0
5254,164
5255,15
5256,1122
5257,1359
5258,0
5259,0
5260,0
5261,381
5262,0
5263,380
5264,1216
5265,0
5266,0
5267,633
5268,0
5269,1309
5270,0
5271,0
5272,0
5273,0
5274,0
5275,13
5276,1119
5277,0
5278,1232
5279,0
5280,0
5281,1410
5282,0
5283,48
5284,0
5285,0
5286,0
5287,395
5288,635
5289,902
5290,1381
5291,724
5292,1206
5293,409
5294,1046
5295,543
5296,0
5297,0
5298,0
5299,0
5300,0
5301,0
5302,1268
5303,196
5304,746
5305,0
5306,0
5307,0
5308,0
5309,0
5310,0
5311,0
5312,45
5313,0
5314,0
5315,0
5316,1520
5317,437
5318,0
5319,0
5320,0
5321,381
5322,635
5323,0
5324,81
5325,918
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,0
5333,0
5334,0
5335,0
5336,0
5337,0
5338,0
5339,0
5340,832
5341,141
5342,0
5343,371
5344,997
5345,0
5346,1528
5347,0
5348,0
5349,0
5350,925
5351,1016
5352,1038
5353,0
5354,894
5355,366
5356,0
5357,901
5358,0
5359,0
5360,0
5361,0
5362,0
5363,0
5364,0
5365,0
5366,0
5367,1199
5368,627
5369,0
5370,0
5371,0
5372,0
5373,0
5374,114
5375,1075
5376,0
5377,0
5378,0
5379,632
5380,0
5381,534
5382,601
5383,0
5384,0
5385,0
5386,0
5387,0
5388,314
5389,576
5390,0
5391,0
5392,0
5393,0
5394,0
5395,1198
5396,1504
5397,0
5398,0
5399,0
5400,0
5401,0
5402,0
5403,749
5404,677
5405,0
5406,0
5407,0
5408,0
5409,575
5410,0
5411,0
5412,0
5413,0
5414,314
5415,296
5416,0
5417,942
5418,0
5419,1362
5420,0
5421,0
5422,0
5423,0
5424,0
5425,1470
5426,530
5427,0
5428,0
5429,0
5430,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,0
5437,0
5438,0
5439,0
5440,0
5441,0
5442,0
5443,0
5444,0
5445,703
5446,0
5447,0
5448,0
5449,0
5450,813
5451,959
5452,0
5453,0
5454,0
5455,0
5456,1192
5457,608
5458,0
5459,0
5460,1307
5461,888
5462,939
5463,0
5464,1250
5465,0
5466,661
5467,1447
5468,0
5469,892
5470,0
5471,1176
5472,2
5473,0
5474,0
5475,0
5476,1148
5477,0
5478,914
5479,0
5480,0
5481,0
5482,0
5483,0
5484,0
5485,0
5486,173
5487,0
5488,0
5489,1459
5490,0
5491,0
5492,0
5493,939
5494,1240
5495,0
5496,0
5497,0
5498,0
5499,1206
5500,0
5501,960
5502,0
5503,0
5504,0
5505,0
5506,0
5507,41
5508,0
5509,698
5510,0
5511,0
5512,0
5513,572
5514,352
5515,0
5516,0
5517,0
5518,0
5519,817
5520,254
5521,0
5522,0
5523,0
5524,0
5525,1303
5526,0
5527,0
5528,0
5529,159
5530,635
5531,0
5532,0
5533,600
5534,0
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,526
5542,0
5543,0
5544,0
5545,1142
5546,0
5547,110
5548,0
5549,0
5550,0
5551,1174
5552,0
5553,0
5554,0
5555,0
5556,10
5557,1504
5558,0
5559,0
5560,0
5561,0
5562,6
5563,0
5564,0
5565,573
5566,720
5567,0
5568,528
5569,0
5570,665
5571,1011
5572,0
5573,0
5574,0
5575,0
5576,0
5577,0
5578,0
5579,608
5580,0
5581,0
5582,0
5583,0
5584,1
5585,0
5586,0
5587,0
5588,0
5589,0
5590,698
5591,0
5592,0
5593,328
5594,0
5595,0
5596,988
5597,0
5598,0
5599,0
5600,281
5601,0
5602,131
5603,0
5604,0
5605,0
5606,612
5607,0
5608,1114
5609,0
5610,0
5611,28
5612,0
5613,0
5614,0
5615,0
5616,79
5617,1170
5618,0
5619,0
5620,0
5621,0
5622,0
5623,0
5624,0
5625,0
5626,1496
5627,0
5628,0
5629,941
5630,95
5631,1375
5632,692
5633,0
5634,0
5635,0
5636,1359
5637,441
5638,496
5639,0
5640,0
5641,0
5642,0
5643,711
5644,0
5645,0
5646,0
5647,0
5648,0
5649,0
5650,0
5651,151
5652,0
5653,0
5654,105
5655,455
5656,1208
5657,0
5658,1199
5659,0
5660,0
5661,133
5662,809
5663,441
5664,634
5665,0
5666,0
5667,0
5668,0
5669,0
5670,0
5671,0
