,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.38660866,-0.5189216,0.1031616,-0.06474712,0.1894536,-0.016230177,-0.007721697,-0.2900344,0.04494443,-0.38607436,-0.14651409,-0.28195125,0.12733847,-0.2064692,0.047777116,0.1101246,0.04887685,0.1469316,0.009090877,0.04481074,0.35347325,-0.6433006,0.34846315,0.11925394,-0.1187318,-0.2174967,-0.16528076,-0.3014609,-0.19413607,0.12984683,-0.33033136,0.01612941,0.21314134,0.03450845,0.12379762,-0.3203815,-0.28968385,-0.044709045,-0.12571438,0.1408055,-0.28918,0.52056885,-0.08282551,-0.032822873,-0.17029005,0.07193203,0.30334985,-0.32515496,-0.046288446,0.07005654,-0.29011717,-0.46687952,-0.238195,-0.030885758,-0.093235046,0.058990236,-0.71641797,-0.0594299,-0.38918367,0.006120119,0.04619518,-0.015230679,0.17901145,0.38519588,-0.21471885,0.22691852,0.12373417,0.17874953,0.40621153,0.19940516,-0.04567603,0.12036058,-0.42582428,0.20192738,-0.30611306,-0.09212853,-0.07300678,0.21307184,-0.44952843,-0.32007554,0.12822168,0.06755057,0.27613604,-0.035145804,0.33364722,-0.16212134,0.23811336,0.3775515,-0.0023479464,-0.13454778,-0.064403184,-0.42880723,-0.02037102,0.29988194,-0.33458573,0.05677014,-0.05966567,-0.25363597,0.09206403,-0.05387124
1,-0.5928065,-0.6470499,0.3519845,-0.49533233,0.3410166,1.2423509,-0.13367085,-0.23573601,-0.6541806,0.29680637,0.06492409,-1.10464,0.55763245,-1.1151669,0.5309919,0.11928673,0.6391367,0.10836233,0.0851024,0.57505137,0.084529825,-0.5579556,0.9390833,0.5686642,-0.1722199,0.23713514,0.47166952,-0.37932038,-0.43057403,0.5141706,-0.15996988,-1.078597,-0.6776041,-0.24456334,-0.41430038,0.0020236939,0.42360562,-0.7837809,0.2740955,0.2689,0.47148305,-0.033976447,-0.35969558,-0.80137986,0.0100013185,0.38747203,0.47274232,-0.64994204,0.2895744,0.03723149,-0.6095151,-0.9253527,0.53308886,0.041984208,-0.30544522,0.36571908,-0.047172856,0.5664305,-0.54733306,-0.11443721,1.4955592,-0.5238516,0.0040276917,0.3140364,-0.3629001,0.6616059,-0.7158837,-1.79664,0.23997226,-0.06546712,0.72225964,-0.05308305,0.3503756,0.22549233,-0.5374585,-1.0514916,-0.1568139,0.38486928,0.6169383,-0.6844653,-0.21088319,-0.10639052,-0.06353606,0.67782557,0.53876686,-1.5664818,0.51014525,0.66434556,-0.58308184,-0.18012297,-0.95617086,-0.49410176,-0.3844851,1.1141338,-0.6569772,0.23521331,0.41574335,-0.11441608,-0.53113526,0.043824833
2,0.25706246,0.18114288,-0.31961906,-0.17532654,0.004406025,0.92073613,0.13068606,-0.27272624,0.5090773,0.79430073,0.63726234,-0.25849035,0.24417956,0.13406236,0.88643295,-1.273529,-0.1594059,-0.60201776,0.5641758,0.71478844,1.2337986,-0.4900352,1.0116177,0.97065586,0.15954416,-0.8324421,-0.006283889,-0.96524256,-0.2225662,-0.18111676,-0.9902603,-0.095012814,-0.04165702,0.7623804,-0.15675725,-0.16841523,-0.5930571,-0.54001886,-0.26227537,0.3838652,-0.5743765,-0.022143776,0.71810836,-0.43208924,0.04278933,-1.541932,-0.555479,0.22712183,-0.75338155,0.98471594,-0.34495103,-1.5278915,-0.28696886,1.3669119,0.39803433,-0.09807369,-0.4885126,-0.23499657,-0.5896443,0.13572437,1.0901502,0.61833125,0.0069106244,0.14145909,-0.5806182,0.41128305,0.34325087,-0.17433552,-0.7819045,0.039774586,0.07698661,-0.47721282,-0.19379115,-0.4041835,-0.1331305,0.09174054,0.41705927,0.76694393,-0.16128474,-0.7170474,-0.08794683,0.3136354,-0.16409828,-0.03333946,-0.75661284,-0.26636782,-0.34642717,1.3046774,0.018366894,0.18197596,0.68743175,0.039136156,-0.37706077,-0.008897324,-0.47939292,-0.7949322,0.40087107,-0.55262136,-0.19803692,0.44600388
3,-0.061947227,1.2752717,0.32345235,0.046282697,0.020335756,-0.53606194,0.8490135,0.1821178,0.7544639,0.46117508,0.5406683,0.023075825,0.2558588,-0.7488217,0.60119945,0.491559,0.13810213,0.48692098,-0.26312935,0.43240198,0.65756905,-1.1677699,0.20762317,-0.1229163,-0.26580134,-0.25647274,0.84526396,-0.4019604,-0.12975761,0.13994135,-0.15597843,0.007148544,0.023675421,1.0699917,0.48867276,0.6320881,-0.13088714,0.49041328,0.27143946,-0.016748449,0.0674052,0.25264248,0.5030881,0.35178065,-0.03417053,-0.7670266,-0.31049523,0.10683752,0.32499897,-0.20583098,-0.78940725,-1.5721054,-0.13467656,0.033738308,-0.32480267,0.31363812,0.13333434,0.16682328,0.24054785,-0.6075981,2.0227945,-0.19825117,0.4965248,0.11096076,-1.1877571,0.90462047,-0.39233837,-0.48366165,0.3511251,0.5913877,-1.3138256,-0.07436543,-1.1614128,-0.4702462,-0.31103802,0.36598435,1.1461939,0.12911634,-0.40418068,-1.521958,-0.15944259,-0.49410322,-0.023302833,-1.4958204,0.013206817,-0.64395326,0.24024649,0.30093935,-0.12987907,-0.34410205,0.46096596,0.4418188,-0.33804655,0.05598283,0.27407727,-0.12585042,-0.4143363,0.8232486,-0.27731884,1.101706
4,-0.23825455,-0.77336055,-0.9915595,-0.457582,0.29854047,-0.14216875,-0.052264463,-0.4738669,0.22484182,0.16716497,0.31837833,0.9164327,-0.42224672,-0.6681494,0.45401132,0.98382705,-1.0518047,-0.14517222,1.1939054,0.14342631,0.56923574,0.24126768,0.6425674,0.3187137,0.5722279,-1.0261998,-1.1737026,-0.84089416,0.18389516,0.20350403,-0.3378631,-0.5959323,0.36241356,-0.6305781,-0.08123338,0.73037237,-0.7157791,-0.7199462,-0.4936141,0.8297322,0.020774921,0.78864795,0.10816731,0.46815738,0.08423782,-0.8176281,0.470853,0.09661982,0.12587842,1.5620085,-0.23702359,-1.0677282,0.39926812,-0.18352622,0.26460165,1.4299043,-0.075226404,0.0919612,-0.3214806,0.051193044,-0.2739285,-0.43369046,-0.30875143,0.20305897,0.6054091,-0.77279454,-0.7586383,-1.0549554,0.47807324,0.5364155,-0.2731357,0.12776297,-0.3468337,-0.007158508,0.09699183,0.54930633,0.15574431,0.6977412,-0.80314827,-0.73700595,0.51376575,1.401607,-0.63619184,1.5400915,-0.8569462,-0.030761972,0.022978446,1.2752608,-0.4288229,-0.12207329,-0.19066758,0.2713066,-0.7112429,0.87710214,-0.11708859,0.5450618,0.6894805,-0.75127363,-0.20191748,0.27353874
5,0.7296826,-0.06285828,0.091032684,0.44306666,0.24045426,-0.06560314,0.9326938,-0.39785022,0.041250654,-0.10466552,1.5893443,-0.021057438,0.3495611,-0.13698381,-0.1555003,0.14862409,0.47213674,-0.41812462,-0.2899445,-0.6569226,0.40088362,-0.60247844,0.761204,-0.1357289,-0.8331861,0.0311351,-0.8446995,-0.55674946,-0.47378808,0.43606207,0.42247197,-0.6365758,0.32179374,0.25770032,0.60211,0.69562256,-1.0700841,0.534792,0.03333818,-0.57661355,-0.55580306,0.6223747,-0.8010574,0.8196557,-0.33541498,-0.5883461,0.42923516,-0.66652703,-0.112314045,0.17108645,0.3648222,-0.109649315,-0.32469922,-0.009963786,-0.9201887,0.46962026,0.33205944,0.09097115,0.4323719,0.14225681,0.19753481,-1.7256689,-0.71858317,0.9858232,-0.19564992,0.6189099,0.72513545,-0.9799384,1.1813703,-0.56162083,-0.5051178,0.5396917,-0.65646744,1.2940938,0.75314826,0.03610805,0.9421402,1.1805698,-0.69862473,-0.50828505,-0.38795754,0.45779365,0.67286515,0.74511826,-0.4484024,0.61799026,0.15283918,-0.4199736,-0.5325674,-0.46274868,-0.039655525,-1.143115,-0.14265718,0.14067292,-0.19337495,0.6482678,-0.5560961,-0.3170218,0.50156665,-0.38722682
6,0.52550805,0.3880478,0.13890481,0.06089401,-0.41412914,-0.5227275,-0.37056148,-0.59033656,0.33067358,0.59638184,-0.1836963,1.1939692,0.05434894,-0.5671216,-0.04287997,-0.9951124,0.54692745,0.58014846,-0.15964061,-0.86361647,0.62349856,-0.085539594,0.54710066,0.25325257,-0.0021101385,0.61671793,-0.170956,-0.48365408,0.45624804,-0.75046617,-1.0612853,-0.7165377,0.74307716,1.3604627,0.853153,0.020395093,-0.27645028,0.56432456,0.6064416,-1.1194427,-0.050748333,0.948191,0.5408844,-0.64253646,1.1105411,-0.48164207,0.5468503,-1.0336963,-0.0073274896,-0.2567047,-0.46610218,-0.37378308,0.2857131,0.20945731,0.38714033,0.13529815,0.44873342,-0.635167,0.2425907,-0.77046394,0.5154215,0.102696516,0.28185418,-0.48680863,-1.1132039,0.55900055,0.59797573,-0.029320356,-0.13315973,-0.57877314,-0.97257406,0.76160884,-0.62028855,0.38539842,0.034953907,0.64048904,-0.37634134,0.13753974,-1.5800753,-0.64283884,0.5231089,0.3385097,0.0116556585,0.20791179,0.39441168,-1.2797959,-0.74947584,-0.2651969,-0.36344966,0.1967166,0.27250198,0.76934135,0.8243427,0.40565452,-0.068497345,-0.20727724,-0.5101626,-0.0887661,0.25331318,0.32270485
7,0.48859754,0.35265642,0.50795597,-0.47748435,0.4379794,-0.030400846,0.17771578,-0.85053253,0.31005394,1.9810342,0.14254604,0.3797383,0.47160342,-0.01746138,0.49686727,0.10248786,0.25433838,0.44217974,-1.613791,-0.4667699,1.389932,-0.69787246,0.24031043,0.5547884,-0.83216447,0.31086633,-0.64095986,-0.34845233,-0.2507726,0.70662,-0.14041331,0.54075384,0.047212757,0.008856073,0.069919184,-0.23479387,-0.8663325,0.21313307,-0.37982875,0.24368614,-0.27133924,-0.25519788,0.6105114,0.44692272,0.48084533,-0.17301284,0.1765971,-1.2300625,0.7581394,-0.75395745,0.067929104,-0.08218886,-0.8045411,-0.11595788,-0.6781848,0.8348112,0.30308524,0.5743988,0.06685765,0.58087456,-0.30563644,-0.71716475,-0.080428645,1.6598351,0.821535,0.26978782,0.31391943,-0.829772,-0.71893495,0.66486526,0.4292975,-0.34393445,-0.8646811,0.6063903,-0.21839681,-0.069856584,1.1107407,-0.4687382,0.62412727,-0.6706876,-0.061893556,-0.5441824,-0.23551024,-0.37368792,0.19741637,-0.7948971,0.33497027,0.17547321,-0.8064662,0.3783208,-0.7251893,-0.33996013,0.31392533,0.1722095,-1.4808786,0.539173,0.58692586,-1.0831327,-0.16438417,0.48840836
8,0.37278074,0.269205,0.1045792,0.4176721,-0.19599405,-1.2859614,-0.3355842,-1.2511091,-0.23186216,0.6000029,0.81758416,0.767473,0.18899333,0.19925651,0.037237808,-1.33005,-0.10782178,0.31637645,0.52458936,-0.10479589,0.74571466,-1.218295,-0.4452613,0.36925513,-0.05162099,0.5811207,-0.7402091,0.0032286346,0.46013936,-0.432312,-0.52552223,-0.04895512,0.08450471,0.6118552,1.2331612,0.4064856,-0.61523986,1.276898,0.87173206,-0.562081,-0.10681233,0.97150576,0.2851458,-0.48268086,0.6325683,-0.7054658,-0.3524859,-1.4885044,-0.040463842,0.053265322,-0.0512518,0.3426842,-0.06684524,-0.24066094,-0.15286238,0.6250088,0.05172195,0.062420823,-0.0969101,-1.1238925,-0.38287902,0.020113133,0.078975424,-0.3452695,-0.9156121,0.16284049,0.110847875,0.7560308,-0.4993032,-0.004755281,-0.30521452,-0.2793192,0.34438774,-0.023604937,-0.4447052,0.052422017,0.7053695,0.3428655,0.2801447,-1.1781906,1.2703376,-0.19038081,-0.49702975,-0.027866542,0.26313218,-0.46290872,0.057939455,-0.014528617,0.067586526,0.1877993,0.16797024,0.58915806,-0.23491934,-0.03293825,-0.061216693,-0.5054836,-0.67410934,0.6214979,1.0322646,0.4105279
9,0.19173622,-1.050744,-0.57463837,0.09578605,0.19092204,-0.715954,-0.20035335,-0.20695925,-0.5947277,0.10130209,-0.52635723,0.11830138,0.37248567,-0.7018069,1.1732869,-0.9819646,0.10859813,0.19006938,-0.10527858,-0.36631793,1.2816709,-1.2086498,-0.06396442,-1.2646282,-1.0340759,-0.63200086,1.2224554,-0.44451588,-0.32008895,0.24061632,0.36796796,-0.7091001,0.2580894,0.5827896,0.81188136,-0.6844431,0.8827752,-0.31481028,-0.5524433,0.46278998,-0.1270559,-0.18419126,0.53799295,-0.19634436,0.10994176,-0.58135074,-0.11309579,0.32232684,0.42795482,0.10861685,-0.48411882,0.43584114,-0.6390132,0.44363993,-0.9836681,0.021970883,0.26614356,0.34419906,-0.84713215,0.3684986,-1.2030511,-1.0819428,-0.37283432,0.52534175,-0.04104376,0.29349405,-0.71954477,0.2363621,-0.20365627,0.58413815,0.28913128,-0.27793324,0.17685835,0.08530575,0.057863362,0.11526108,-0.11719406,0.17434229,-1.2118996,-0.3797417,-0.13765281,-0.6142043,-0.6707985,1.1378478,-0.12468489,-0.22283885,0.7387024,1.5396438,-0.4511478,1.0012201,-0.21787165,-0.87930286,-0.25504324,-0.073920414,-0.38540408,-0.39320615,-0.093775965,-0.50446826,-0.37371254,-0.6425668
