,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,0.14379695,0.2923877,0.74058527,-0.13583805,0.40544915,0.45493662,0.02146013,-0.09994825,0.3947913,-0.19103469,0.7398278,0.016765274,-0.05698006,0.12637104,-0.039289027,-0.49833307,0.019744173,0.52056545,1.0851407,0.044607315,1.1208546,-0.561359,0.41643924,0.2849548,-0.20906198,-1.4333817,-0.76718324,-1.045836,0.35572577,-1.0307281,-0.08466406,-1.1187328,-0.08510166,-0.2768953,0.45971298,-0.9967781,-0.2658091,1.0842482,-0.2877394,-0.04559789,0.11643459,0.8441774,0.7732027,-0.6704684,0.66696775,-0.77678096,-0.34941846,-0.77023435,0.28681612,0.19623779,-0.38948846,-1.4690517,0.1028734,0.9310862,-1.2410791,0.4231326,-0.074971154,1.0347292,0.20323588,-1.1915524,-0.38749292,-0.11399205,-0.04887994,-0.037335046,0.06433506,-0.10878892,-0.43370348,-0.23135202,-0.24112543,0.26452968,0.92185926,0.45939112,0.61736524,0.41657093,0.83603215,0.60627323,-0.42961997,0.29054648,-0.9383615,-0.29723004,1.5827243,0.051451117,0.45258263,0.5133108,0.22016902,-0.99946177,0.4564795,0.8215914,-0.35175884,0.09764627,0.50155836,-0.4045387,-1.133493,0.30666676,-0.02663772,1.0909224,-0.12430401,0.19672024,0.32279724,-0.25270283
11,0.06834845,-0.28607628,-0.12050544,0.5619538,-0.22304976,0.5442837,0.9045098,-0.62436765,-0.35930547,0.76980215,-0.46926928,-0.5057514,0.628256,-0.03445068,1.2699211,-1.049854,0.0075571253,0.2643769,-1.2372932,-0.027136385,0.18574919,-0.21494392,0.5511696,0.21695861,-0.501707,-0.22561666,0.16112655,1.1264789,-0.30929446,-0.14068955,-0.55860806,-0.35181957,1.1989919,0.86962306,0.21187997,-0.56416065,-0.34184727,0.010574795,-0.69736123,0.04471447,-0.008873954,0.38016486,0.022347368,-0.34105286,0.50477576,0.31273478,0.14497463,-1.428977,1.1591927,0.32513073,-0.3423587,-0.8417017,-0.91952467,-0.14026666,-0.33203143,0.5235672,0.75603706,0.65280074,-0.13383466,0.01882467,-0.19547999,-0.62224805,-0.19561748,-0.036466554,-0.11097165,-1.1974978,-0.66048837,0.030575618,1.2272056,0.5233839,0.45079577,0.47767836,-0.049519397,0.14960098,0.04993931,-1.2739353,-1.431596,-0.04584538,-0.36032718,-0.4988923,0.19897176,0.44556862,-0.035417233,0.4093684,0.24864466,-0.7599939,0.31989592,-0.17505956,-0.9505352,0.094940096,-0.84995043,-1.1358829,-0.31150162,-0.3027228,0.494941,1.5528264,-0.6510155,-0.15072364,-0.14040121,0.03081952
12,0.030463964,0.8622843,0.02018805,0.9160146,0.38779688,0.2324788,-0.8432278,0.17885715,-0.13649559,-1.0271616,-0.10688621,-0.8514486,0.72569525,-0.6682603,1.1663595,-0.84565365,-1.2953849,0.27883402,0.89002126,0.5174,0.83058,-0.93031704,0.6141042,0.27600673,0.12545875,-0.29902607,-1.0595818,-0.5941534,-0.0583015,-0.69423425,0.05871817,0.74734014,-0.3143062,-0.5954796,0.3263157,-0.76077867,0.53333104,-0.051127844,0.30317613,0.629766,-0.42468366,-0.116803385,0.64913,-0.74104613,0.12746334,-0.7624393,-0.84939843,-0.19505624,0.14027673,0.06711429,-0.93209565,-0.18729857,0.9794794,0.6093692,-0.9325775,0.15465593,-0.23298454,0.7729405,-0.2896452,0.5495278,0.8101866,-0.6121161,0.027337492,-0.39516556,-0.67561245,0.278977,0.5849614,-0.16402794,0.15821165,0.5119202,0.32431534,-0.29453045,0.07372454,0.51754344,-1.0223793,0.6095016,-0.37553382,0.26310346,-0.6503334,-0.84094095,0.3098691,-0.9891331,-0.27243426,0.5057094,0.47429478,-0.6632657,0.6632408,0.18148366,-0.40576246,-0.61690545,0.34481722,0.53505343,-0.28412825,-0.27446383,-1.6272995,-0.23937945,0.77673626,-0.062197715,-0.061363846,-0.28104395
13,-0.008852012,-0.3124669,0.9117278,0.57275844,-0.004319202,0.8357114,-0.6036027,-0.46739554,0.61925745,0.32646123,0.17366347,-0.021904469,-0.28953972,-1.2682878,0.5593117,-1.9498897,0.93581235,0.21015848,0.62168556,-0.19812645,-0.39807624,-0.5932448,1.0655556,0.3007639,-0.048544347,-0.38028237,-0.8391465,-0.08543366,-0.10562623,-0.1264966,-0.40712154,-0.49157837,0.04965706,-0.83939874,0.1321221,-1.4419639,0.19516832,-0.39821067,-0.630335,0.37241834,0.089303166,-0.76305944,0.13926287,0.14897455,-0.17696486,-0.48984593,-0.023766141,0.03354551,0.60004187,0.33882084,-0.8890519,-1.1221792,-0.23821327,0.037585545,-0.18099964,0.09888904,-0.5054517,0.3946458,-0.105438456,-0.17705092,1.0751828,-0.15930638,0.24632898,-0.29251572,-0.1033299,-0.21645358,0.9949881,-0.2879589,0.6844852,-0.18048549,0.20002358,0.1916748,0.54985315,0.76540613,0.75172544,-0.3423964,0.7452446,0.5442302,0.6721485,0.17127278,0.33432105,-1.0043062,-1.3887613,1.239811,0.12183569,-0.49208426,0.46704805,-0.18837078,-0.07367505,-0.23442683,0.24033938,-0.6156934,0.29372045,-0.23211096,-1.2651806,-0.11964649,1.365019,-0.21143833,0.16078039,-0.04632073
14,-0.049925648,-0.5217611,0.030427344,1.4665632,0.4264946,-0.81981874,0.22250108,0.61268616,-0.2154242,1.3869536,-0.39256278,-0.5266407,-0.035571963,0.0016056001,0.8323631,0.8646612,0.2462288,-0.12458919,0.2219861,0.6667659,0.059776556,-0.18044809,0.20337717,0.3224085,-0.1453683,-0.3069065,-0.88549834,0.13518748,-0.36733896,0.80070096,-1.0864327,-0.57645667,-0.28484404,0.20381577,0.64587456,-0.32636297,-0.42675072,-1.1927642,-0.2374118,-0.38958377,0.08395846,0.7248984,-0.32763565,0.6532904,-0.29579628,1.1929868,-0.5333599,0.353359,-0.51343656,0.2760756,-0.26678467,0.034866303,-0.99727,0.7371496,1.0438327,0.8662088,-0.988657,0.6686512,-0.38551378,1.5198873,-0.43970564,0.3010426,0.66963744,0.30254883,-1.0051372,-0.28080368,-0.35515547,-0.8156947,1.1975781,-0.4754773,0.25678796,-0.48387605,0.36856806,-0.7917962,0.24042301,-0.18408555,-0.55685735,-0.36585915,-0.8728528,-1.3105233,0.2657319,0.28559074,-0.07439871,-0.46656823,-0.06002157,-0.12374307,-0.21757518,0.3463931,-0.27866918,0.28439683,0.16857265,0.12554565,0.42343184,-0.5386619,-0.7075005,-0.090266705,-0.06326353,-1.2782145,-1.1371665,0.9149034
15,-0.26667994,-0.42162937,0.48497534,-1.1751153,0.21505013,0.88325644,-0.17459981,0.22403204,0.78555685,0.05527986,-0.093284816,-0.58159614,0.37112072,-0.2643272,0.6437588,-0.7697221,0.26550066,0.9714846,0.9231684,-0.3105219,0.7490908,-0.11328404,0.3245197,-0.00812959,0.119911514,0.045390293,-1.1842461,0.12284811,0.667334,-0.27619058,-0.14553085,-0.7687936,-0.37851787,0.1808367,-0.7830126,-0.91472876,0.5298811,-0.707354,0.084269986,0.76266557,-1.5772734,0.0035021454,-0.30666548,-0.07637659,0.42872146,-0.8222039,0.539287,-1.0239083,1.1030054,0.5518141,-0.766522,-0.94625986,0.028790798,1.0059774,-0.16037269,1.3717887,-0.020596467,0.59104264,-0.8074919,-0.37643057,0.7159973,-0.28129777,0.75962573,0.45019758,0.24928719,1.3103571,-0.20057207,-0.6734774,0.6015495,0.07988921,-0.27097422,-0.32284462,0.69418657,1.2353497,1.0238776,-0.3973344,-0.87047076,0.16485173,0.25104615,-0.3933718,-0.27504408,-0.077847265,0.8809853,0.9782562,0.14226535,-0.9934777,-0.6651466,0.029155001,0.3393283,0.2632434,-0.642364,0.11390067,-1.431611,0.21672352,0.11906915,0.36801004,0.7172679,-0.4772745,0.15143545,-0.70033336
16,-0.4060171,0.1958099,-0.7550998,-0.5474951,-0.68056,-1.2091448,-0.81494486,0.085804746,0.16762653,0.99566597,0.09239281,0.7830411,0.20097648,-0.8357543,0.33673686,0.05600167,-0.68381035,0.48398453,-0.30985987,0.24382256,-0.82062316,0.33770093,0.113671094,-0.12414633,-0.45899096,-0.20397282,-0.21993235,-0.85675436,0.8941989,0.33580464,-0.68867636,0.15462364,-0.20533401,-0.64302564,0.12201387,-0.11197515,-0.9796256,-0.8812709,-0.87208545,0.7676904,0.8013586,0.38938653,-0.048637405,-0.27394238,0.64518213,-0.22458315,0.42487282,-0.53826696,0.8642481,0.3075474,-0.108445466,0.76102483,-0.028416043,-0.6639855,-0.061237633,0.4330746,-0.43821388,0.5631189,1.3372221,0.3081977,0.36489096,-0.42497543,-0.22608665,0.08087681,-1.2947285,0.41009462,0.1895952,0.7106211,0.9790723,0.78365266,-0.79846215,-0.03745443,0.4551766,-0.7886148,0.15192127,0.67243105,-0.6126672,0.084111676,-0.75237787,-0.69325703,0.79922295,0.368515,0.9881499,1.4709756,-0.12721367,-0.06880574,0.20389463,0.1671063,-0.62789094,-0.20051342,-0.35257074,0.26123276,-0.11088965,0.028693486,0.2445982,0.5045669,-0.52932715,-0.01844573,-0.14239544,-0.6618147
17,-0.54098487,-0.40846807,0.6689146,-0.49155158,0.934036,0.050525725,0.605103,0.14728531,-0.45873058,0.93636703,0.08144237,0.55549127,0.01085148,-0.53864574,0.35569087,0.019413352,-0.38415748,0.17793691,0.15628634,-0.1917664,-0.2592875,-0.20162097,0.6784726,0.2896782,-0.46507618,-0.18787901,-1.0241214,-0.97844505,-0.1663158,0.355793,-1.0075465,0.52551794,0.869733,0.5419185,-0.47387615,-0.8740977,-0.7176489,-0.06730276,-0.05343254,0.6105108,0.7003376,-0.6796167,-0.25520977,-0.15818898,0.9740242,-0.29469243,-0.015623864,-0.6746471,0.41126093,0.9833002,-0.0674438,0.58819115,-0.07458568,-0.6167255,-0.47430372,1.2018039,-0.48965082,0.79406106,0.36834127,-0.27336332,0.37025315,-0.9238038,-0.23767938,0.27338433,0.067569375,0.22114417,0.6070615,0.49605912,0.7375516,-0.6242162,-1.09156,0.19271751,0.36511737,-0.56989187,0.17265213,0.011769962,-0.8389052,0.23182562,0.078985155,-0.48252916,0.5301442,0.8576578,0.2922255,0.9628076,-0.92939633,0.67341864,0.33885962,-0.8553858,0.7633789,-0.5233283,0.79257077,-1.3480254,-1.4950457,-0.4781351,-0.18626262,-0.41946596,-0.019217417,0.8221611,0.48347515,-0.15849501
18,-0.77569306,-0.36592704,0.37527788,0.471294,0.6979922,0.35401317,0.39567903,-0.6341256,-0.20489621,-0.023327017,0.2537491,-0.9132153,0.73058295,-0.92886007,0.7802945,0.25653103,0.5775799,0.49401966,-0.08819315,-0.22066756,-0.6270448,0.43300694,1.1869123,0.51870227,-0.595106,-1.3224747,-0.77809507,-0.48493397,0.31463048,-0.058739666,-0.3050203,0.5265516,-0.91693383,-0.8718692,0.21579184,0.51446664,-0.2357682,-0.5917866,0.16169736,0.51627064,0.059805863,0.40239495,0.5093028,0.23180938,-1.0689461,-0.5785483,0.26064888,-0.107116506,-0.30114034,-0.13340655,0.0022957572,-0.9314382,-0.057277054,0.6046163,-0.796087,0.5777112,-0.60617155,-0.23314857,-0.7803307,-0.19916381,1.6190542,-0.66870975,-0.14211655,-0.5489833,-0.978027,0.76150286,-0.18451941,-1.4135847,0.18052869,0.37465066,0.59888375,0.368465,0.7764387,0.6673085,0.7234613,-0.16646531,-0.4137012,0.22809355,-0.459727,-1.1790404,-1.3611419,-0.29129037,-0.79490715,0.86870015,0.31567472,-1.1201637,0.28774917,0.158811,-1.1360853,-0.6025102,-0.65372777,-0.6888358,-0.14992562,0.44241565,-0.4082123,-0.055023637,-0.05916114,0.5095108,-0.2762198,-0.8018656
19,-0.98886865,-2.2477715,0.35754305,-0.57760715,1.1744514,-0.12145526,-0.9657439,-1.3708086,1.0052508,0.1997041,0.22756642,-1.0363475,0.9681871,-0.9151186,0.17206283,0.22023134,1.4192612,0.4953797,0.34949702,0.7932416,0.2119645,-0.13694121,0.24847126,0.7939855,-0.88849735,-0.44616243,0.70105827,0.004094541,-0.66022813,0.3130265,0.0160314,-0.1392625,0.11233808,-0.37504062,0.045930155,0.24239145,-0.6065594,-0.36810708,-0.29542494,0.5580817,0.31267497,-0.1673955,-0.32289475,0.15004547,0.0724279,-0.8833661,0.27994722,0.054550648,-0.24722296,0.36830708,0.09409554,-0.77522933,-0.40789613,0.6797885,0.5221553,0.81364894,-0.62307644,0.07520887,-1.4796143,0.33517236,-0.0038613603,-0.048518308,0.40604693,-0.5238102,-0.3911535,-0.18468724,-0.11874862,-0.01773457,-0.44435045,-0.06228461,0.43953082,-0.043936,-0.33851784,0.7496604,-0.094001636,0.02089666,0.30124706,-0.09596141,-0.34911692,-0.79066396,0.4860438,-0.2139374,-0.08854367,-0.7324312,0.51896167,0.15465337,-0.5618497,0.16025154,0.26921666,0.12882482,0.24572927,0.1071842,-0.055328354,-0.051510602,-0.11871424,-0.95728153,0.81574154,-0.12646805,0.5175761,-0.18113035
